FL_Test | INFO flwr 2024-03-16 00:50:34,833 | app.py:163 | Starting Flower server, config: ServerConfig(num_rounds=5, round_timeout=None)
FL_Test | DEBUG flwr 2024-03-18 21:49:04,070 | server.py:222 | fit_round 4: strategy sampled 24 clients (out of 24)
FL_Test | DEBUG flwr 2024-03-18 21:49:04,081 | server.py:236 | fit_round 4 received 24 results and 0 failures
FL_Test | DEBUG flwr 2024-03-18 21:49:04,084 | server.py:173 | evaluate_round 4: strategy sampled 24 clients (out of 24)
FL_Test | DEBUG flwr 2024-03-18 21:49:04,186 | server.py:187 | evaluate_round 4 received 24 results and 0 failures
FL_Test | DEBUG flwr 2024-03-18 21:49:04,187 | server.py:222 | fit_round 5: strategy sampled 24 clients (out of 24)
FL_Test | DEBUG flwr 2024-03-18 21:49:04,203 | server.py:236 | fit_round 5 received 24 results and 0 failures
FL_Test | DEBUG flwr 2024-03-18 21:49:04,204 | server.py:173 | evaluate_round 5: strategy sampled 24 clients (out of 24)
FL_Test | DEBUG flwr 2024-03-18 21:49:04,316 | server.py:187 | evaluate_round 5 received 24 results and 0 failures
FL_Test | DEBUG flwr 2024-03-18 21:49:04,316 | server.py:222 | fit_round 6: strategy sampled 24 clients (out of 24)
FL_Test | DEBUG flwr 2024-03-18 21:49:04,327 | server.py:236 | fit_round 6 received 24 results and 0 failures
FL_Test | DEBUG flwr 2024-03-18 21:49:04,330 | server.py:173 | evaluate_round 6: strategy sampled 24 clients (out of 24)
FL_Test | DEBUG flwr 2024-03-18 21:49:04,431 | server.py:187 | evaluate_round 6 received 24 results and 0 failures
FL_Test | DEBUG flwr 2024-03-18 21:49:04,431 | server.py:222 | fit_round 7: strategy sampled 24 clients (out of 24)
FL_Test | DEBUG flwr 2024-03-18 21:49:04,441 | server.py:236 | fit_round 7 received 24 results and 0 failures
FL_Test | DEBUG flwr 2024-03-18 21:49:04,444 | server.py:173 | evaluate_round 7: strategy sampled 24 clients (out of 24)
FL_Test | DEBUG flwr 2024-03-18 21:49:04,541 | server.py:187 | evaluate_round 7 received 24 results and 0 failures
FL_Test | DEBUG flwr 2024-03-18 21:49:04,541 | server.py:222 | fit_round 8: strategy sampled 24 clients (out of 24)
FL_Test | DEBUG flwr 2024-03-18 21:49:04,552 | server.py:236 | fit_round 8 received 24 results and 0 failures
FL_Test | DEBUG flwr 2024-03-18 21:49:04,554 | server.py:173 | evaluate_round 8: strategy sampled 24 clients (out of 24)
FL_Test | DEBUG flwr 2024-03-18 21:49:04,663 | server.py:187 | evaluate_round 8 received 24 results and 0 failures
FL_Test | DEBUG flwr 2024-03-18 21:49:04,663 | server.py:222 | fit_round 9: strategy sampled 24 clients (out of 24)
FL_Test | DEBUG flwr 2024-03-18 21:49:04,674 | server.py:236 | fit_round 9 received 24 results and 0 failures
FL_Test | DEBUG flwr 2024-03-18 21:49:04,677 | server.py:173 | evaluate_round 9: strategy sampled 24 clients (out of 24)
FL_Test | DEBUG flwr 2024-03-18 21:49:04,772 | server.py:187 | evaluate_round 9 received 24 results and 0 failures
FL_Test | DEBUG flwr 2024-03-18 21:49:04,773 | server.py:222 | fit_round 10: strategy sampled 24 clients (out of 24)
FL_Test | DEBUG flwr 2024-03-18 21:49:04,783 | server.py:236 | fit_round 10 received 24 results and 0 failures
FL_Test | DEBUG flwr 2024-03-18 21:49:04,785 | server.py:173 | evaluate_round 10: strategy sampled 24 clients (out of 24)
FL_Test | DEBUG flwr 2024-03-18 21:49:04,897 | server.py:187 | evaluate_round 10 received 24 results and 0 failures
FL_Test | INFO flwr 2024-03-18 21:49:04,897 | server.py:153 | FL finished in 42.878236799999286
FL_Test | INFO flwr 2024-03-18 21:49:04,897 | app.py:226 | app_fit: losses_distributed [(1, 16.303236941496532), (2, 16.303236941496532), (3, 16.287985106309254), (4, 16.287985106309254), (5, 16.287985106309254), (6, 16.287985106309254), (7, 16.287985106309254), (8, 16.287985106309254), (9, 16.287985106309254), (10, 16.287985106309254)]
FL_Test | INFO flwr 2024-03-18 21:49:04,897 | app.py:227 | app_fit: metrics_distributed_fit {'Accuracy': [(1, 0.0), (2, 0.0), (3, 0.0), (4, 0.0), (5, 0.0), (6, 0.0), (7, 0.0), (8, 0.0), (9, 0.0), (10, 0.0)], 'Precision': [(1, 0.0), (2, 0.0), (3, 0.0), (4, 0.0), (5, 0.0), (6, 0.0), (7, 0.0), (8, 0.0), (9, 0.0), (10, 0.0)], 'Recall': [(1, 0.0), (2, 0.0), (3, 0.0), (4, 0.0), (5, 0.0), (6, 0.0), (7, 0.0), (8, 0.0), (9, 0.0), (10, 0.0)], 'F1_Score': [(1, 0.0), (2, 0.0), (3, 0.0), (4, 0.0), (5, 0.0), (6, 0.0), (7, 0.0), (8, 0.0), (9, 0.0), (10, 0.0)]}
FL_Test | INFO flwr 2024-03-18 21:49:04,898 | app.py:228 | app_fit: metrics_distributed {'Accuracy': [(1, 0.547681), (2, 0.547681), (3, 0.548104), (4, 0.548104), (5, 0.548104), (6, 0.548104), (7, 0.548104), (8, 0.548104), (9, 0.548104), (10, 0.548104)], 'Precision': [(1, 0.505268), (2, 0.505268), (3, 0.505272), (4, 0.505272), (5, 0.505272), (6, 0.505272), (7, 0.505272), (8, 0.505272), (9, 0.505272), (10, 0.505272)], 'Recall': [(1, 0.524359), (2, 0.524359), (3, 0.524404), (4, 0.524404), (5, 0.524404), (6, 0.524404), (7, 0.524404), (8, 0.524404), (9, 0.524404), (10, 0.524404)], 'F1_Score': [(1, 0.390652), (2, 0.390652), (3, 0.390842), (4, 0.390842), (5, 0.390842), (6, 0.390842), (7, 0.390842), (8, 0.390842), (9, 0.390842), (10, 0.390842)]}
FL_Test | INFO flwr 2024-03-18 21:49:04,898 | app.py:229 | app_fit: losses_centralized []
FL_Test | INFO flwr 2024-03-18 21:49:04,898 | app.py:230 | app_fit: metrics_centralized {}
FL_Test | INFO flwr 2024-03-18 22:09:35,302 | app.py:163 | Starting Flower server, config: ServerConfig(num_rounds=10, round_timeout=None)
FL_Test | INFO flwr 2024-03-18 22:09:35,330 | app.py:176 | Flower ECE: gRPC server running (10 rounds), SSL is disabled
FL_Test | INFO flwr 2024-03-18 22:09:35,331 | server.py:89 | Initializing global parameters
FL_Test | INFO flwr 2024-03-18 22:09:35,331 | server.py:276 | Requesting initial parameters from one random client
FL_Test | INFO flwr 2024-03-18 22:12:45,691 | server.py:280 | Received initial parameters from one random client
FL_Test | INFO flwr 2024-03-18 22:12:45,691 | server.py:91 | Evaluating initial parameters
FL_Test | INFO flwr 2024-03-18 22:12:45,691 | server.py:104 | FL starting
FL_Test | DEBUG flwr 2024-03-18 22:13:05,948 | server.py:222 | fit_round 1: strategy sampled 23 clients (out of 23)
FL_Test | DEBUG flwr 2024-03-18 22:13:05,966 | server.py:236 | fit_round 1 received 23 results and 0 failures
FL_Test | DEBUG flwr 2024-03-18 22:13:05,969 | server.py:173 | evaluate_round 1: strategy sampled 23 clients (out of 23)
FL_Test | DEBUG flwr 2024-03-18 22:13:06,040 | server.py:187 | evaluate_round 1 received 23 results and 0 failures
FL_Test | DEBUG flwr 2024-03-18 22:13:06,040 | server.py:222 | fit_round 2: strategy sampled 23 clients (out of 23)
FL_Test | DEBUG flwr 2024-03-18 22:13:06,052 | server.py:236 | fit_round 2 received 23 results and 0 failures
FL_Test | DEBUG flwr 2024-03-18 22:13:06,054 | server.py:173 | evaluate_round 2: strategy sampled 23 clients (out of 23)
FL_Test | DEBUG flwr 2024-03-18 22:13:06,127 | server.py:187 | evaluate_round 2 received 23 results and 0 failures
FL_Test | DEBUG flwr 2024-03-18 22:13:06,127 | server.py:222 | fit_round 3: strategy sampled 23 clients (out of 23)
FL_Test | DEBUG flwr 2024-03-18 22:13:06,138 | server.py:236 | fit_round 3 received 23 results and 0 failures
FL_Test | DEBUG flwr 2024-03-18 22:13:06,139 | server.py:173 | evaluate_round 3: strategy sampled 23 clients (out of 23)
FL_Test | DEBUG flwr 2024-03-18 22:13:06,198 | server.py:187 | evaluate_round 3 received 23 results and 0 failures
FL_Test | DEBUG flwr 2024-03-18 22:13:06,199 | server.py:222 | fit_round 4: strategy sampled 23 clients (out of 23)
FL_Test | DEBUG flwr 2024-03-18 22:13:06,209 | server.py:236 | fit_round 4 received 23 results and 0 failures
FL_Test | DEBUG flwr 2024-03-18 22:13:06,213 | server.py:173 | evaluate_round 4: strategy sampled 23 clients (out of 23)
FL_Test | DEBUG flwr 2024-03-18 22:13:06,275 | server.py:187 | evaluate_round 4 received 23 results and 0 failures
FL_Test | DEBUG flwr 2024-03-18 22:13:06,275 | server.py:222 | fit_round 5: strategy sampled 23 clients (out of 23)
FL_Test | DEBUG flwr 2024-03-18 22:13:06,286 | server.py:236 | fit_round 5 received 23 results and 0 failures
FL_Test | DEBUG flwr 2024-03-18 22:13:06,288 | server.py:173 | evaluate_round 5: strategy sampled 23 clients (out of 23)
FL_Test | DEBUG flwr 2024-03-18 22:13:06,350 | server.py:187 | evaluate_round 5 received 23 results and 0 failures
FL_Test | DEBUG flwr 2024-03-18 22:13:06,350 | server.py:222 | fit_round 6: strategy sampled 23 clients (out of 23)
FL_Test | DEBUG flwr 2024-03-18 22:13:06,361 | server.py:236 | fit_round 6 received 23 results and 0 failures
FL_Test | DEBUG flwr 2024-03-18 22:13:06,363 | server.py:173 | evaluate_round 6: strategy sampled 23 clients (out of 23)
FL_Test | DEBUG flwr 2024-03-18 22:13:06,428 | server.py:187 | evaluate_round 6 received 23 results and 0 failures
FL_Test | DEBUG flwr 2024-03-18 22:13:06,429 | server.py:222 | fit_round 7: strategy sampled 23 clients (out of 23)
FL_Test | DEBUG flwr 2024-03-18 22:13:06,440 | server.py:236 | fit_round 7 received 23 results and 0 failures
FL_Test | DEBUG flwr 2024-03-18 22:13:06,444 | server.py:173 | evaluate_round 7: strategy sampled 23 clients (out of 23)
FL_Test | DEBUG flwr 2024-03-18 22:13:06,500 | server.py:187 | evaluate_round 7 received 23 results and 0 failures
FL_Test | DEBUG flwr 2024-03-18 22:13:06,500 | server.py:222 | fit_round 8: strategy sampled 23 clients (out of 23)
FL_Test | DEBUG flwr 2024-03-18 22:13:06,512 | server.py:236 | fit_round 8 received 23 results and 0 failures
FL_Test | DEBUG flwr 2024-03-18 22:13:06,513 | server.py:173 | evaluate_round 8: strategy sampled 23 clients (out of 23)
FL_Test | DEBUG flwr 2024-03-18 22:13:06,580 | server.py:187 | evaluate_round 8 received 23 results and 0 failures
FL_Test | DEBUG flwr 2024-03-18 22:13:06,580 | server.py:222 | fit_round 9: strategy sampled 23 clients (out of 23)
FL_Test | DEBUG flwr 2024-03-18 22:13:06,591 | server.py:236 | fit_round 9 received 23 results and 0 failures
FL_Test | DEBUG flwr 2024-03-18 22:13:06,592 | server.py:173 | evaluate_round 9: strategy sampled 23 clients (out of 23)
FL_Test | DEBUG flwr 2024-03-18 22:13:06,661 | server.py:187 | evaluate_round 9 received 23 results and 0 failures
FL_Test | DEBUG flwr 2024-03-18 22:13:06,662 | server.py:222 | fit_round 10: strategy sampled 23 clients (out of 23)
FL_Test | DEBUG flwr 2024-03-18 22:13:06,673 | server.py:236 | fit_round 10 received 23 results and 0 failures
FL_Test | DEBUG flwr 2024-03-18 22:13:06,676 | server.py:173 | evaluate_round 10: strategy sampled 23 clients (out of 23)
FL_Test | DEBUG flwr 2024-03-18 22:13:06,743 | server.py:187 | evaluate_round 10 received 23 results and 0 failures
FL_Test | INFO flwr 2024-03-18 22:13:06,744 | server.py:153 | FL finished in 21.052541799999744
FL_Test | INFO flwr 2024-03-18 22:13:06,744 | app.py:226 | app_fit: losses_distributed [(1, 17.82780593374501), (2, 17.849905511607293), (3, 17.849905511607293), (4, 17.849905511607293), (5, 17.849905511607293), (6, 17.849905511607293), (7, 17.849905511607293), (8, 17.82780593374501), (9, 17.82780593374501), (10, 17.82780593374501)]
FL_Test | INFO flwr 2024-03-18 22:13:06,744 | app.py:227 | app_fit: metrics_distributed_fit {'Accuracy': [(1, 0.0), (2, 0.0), (3, 0.0), (4, 0.0), (5, 0.0), (6, 0.0), (7, 0.0), (8, 0.0), (9, 0.0), (10, 0.0)], 'Precision': [(1, 0.0), (2, 0.0), (3, 0.0), (4, 0.0), (5, 0.0), (6, 0.0), (7, 0.0), (8, 0.0), (9, 0.0), (10, 0.0)], 'Recall': [(1, 0.0), (2, 0.0), (3, 0.0), (4, 0.0), (5, 0.0), (6, 0.0), (7, 0.0), (8, 0.0), (9, 0.0), (10, 0.0)], 'F1_Score': [(1, 0.0), (2, 0.0), (3, 0.0), (4, 0.0), (5, 0.0), (6, 0.0), (7, 0.0), (8, 0.0), (9, 0.0), (10, 0.0)]}
FL_Test | INFO flwr 2024-03-18 22:13:06,744 | app.py:228 | app_fit: metrics_distributed {'Accuracy': [(1, 0.505383), (2, 0.50477), (3, 0.50477), (4, 0.50477), (5, 0.50477), (6, 0.50477), (7, 0.50477), (8, 0.505383), (9, 0.505383), (10, 0.505383)], 'Precision': [(1, 0.503059), (2, 0.503026), (3, 0.503026), (4, 0.503026), (5, 0.503026), (6, 0.503026), (7, 0.503026), (8, 0.503059), (9, 0.503059), (10, 0.503059)], 'Recall': [(1, 0.516918), (2, 0.516745), (3, 0.516745), (4, 0.516745), (5, 0.516745), (6, 0.516745), (7, 0.516745), (8, 0.516918), (9, 0.516918), (10, 0.516918)], 'F1_Score': [(1, 0.370693), (2, 0.370378), (3, 0.370378), (4, 0.370378), (5, 0.370378), (6, 0.370378), (7, 0.370378), (8, 0.370693), (9, 0.370693), (10, 0.370693)]}
FL_Test | INFO flwr 2024-03-18 22:13:06,745 | app.py:229 | app_fit: losses_centralized []
FL_Test | INFO flwr 2024-03-18 22:13:06,745 | app.py:230 | app_fit: metrics_centralized {}
FL_Test | INFO flwr 2024-03-18 22:40:21,732 | app.py:163 | Starting Flower server, config: ServerConfig(num_rounds=10, round_timeout=None)
FL_Test | INFO flwr 2024-03-18 22:40:21,785 | app.py:176 | Flower ECE: gRPC server running (10 rounds), SSL is disabled
FL_Test | INFO flwr 2024-03-18 22:40:21,785 | server.py:89 | Initializing global parameters
FL_Test | INFO flwr 2024-03-18 22:40:21,785 | server.py:276 | Requesting initial parameters from one random client
FL_Test | INFO flwr 2024-03-18 22:43:41,632 | app.py:163 | Starting Flower server, config: ServerConfig(num_rounds=10, round_timeout=None)
FL_Test | INFO flwr 2024-03-18 22:43:41,660 | app.py:176 | Flower ECE: gRPC server running (10 rounds), SSL is disabled
FL_Test | INFO flwr 2024-03-18 22:43:41,660 | server.py:89 | Initializing global parameters
FL_Test | INFO flwr 2024-03-18 22:43:41,660 | server.py:276 | Requesting initial parameters from one random client
FL_Test | INFO flwr 2024-03-18 22:47:04,422 | server.py:280 | Received initial parameters from one random client
FL_Test | INFO flwr 2024-03-18 22:47:04,431 | server.py:91 | Evaluating initial parameters
FL_Test | INFO flwr 2024-03-18 22:47:04,442 | server.py:104 | FL starting
FL_Test | DEBUG flwr 2024-03-18 22:47:19,326 | server.py:222 | fit_round 1: strategy sampled 23 clients (out of 23)
FL_Test | DEBUG flwr 2024-03-18 22:47:19,341 | server.py:236 | fit_round 1 received 23 results and 0 failures
FL_Test | DEBUG flwr 2024-03-18 22:47:19,342 | server.py:173 | evaluate_round 1: strategy sampled 23 clients (out of 23)
FL_Test | DEBUG flwr 2024-03-18 22:47:19,418 | server.py:187 | evaluate_round 1 received 23 results and 0 failures
FL_Test | DEBUG flwr 2024-03-18 22:47:19,418 | server.py:222 | fit_round 2: strategy sampled 23 clients (out of 23)
FL_Test | DEBUG flwr 2024-03-18 22:47:19,428 | server.py:236 | fit_round 2 received 23 results and 0 failures
FL_Test | DEBUG flwr 2024-03-18 22:47:19,429 | server.py:173 | evaluate_round 2: strategy sampled 23 clients (out of 23)
FL_Test | DEBUG flwr 2024-03-18 22:47:19,496 | server.py:187 | evaluate_round 2 received 23 results and 0 failures
FL_Test | DEBUG flwr 2024-03-18 22:47:19,496 | server.py:222 | fit_round 3: strategy sampled 23 clients (out of 23)
FL_Test | DEBUG flwr 2024-03-18 22:47:19,506 | server.py:236 | fit_round 3 received 23 results and 0 failures
FL_Test | DEBUG flwr 2024-03-18 22:47:19,507 | server.py:173 | evaluate_round 3: strategy sampled 23 clients (out of 23)
FL_Test | DEBUG flwr 2024-03-18 22:47:19,577 | server.py:187 | evaluate_round 3 received 23 results and 0 failures
FL_Test | DEBUG flwr 2024-03-18 22:47:19,577 | server.py:222 | fit_round 4: strategy sampled 23 clients (out of 23)
FL_Test | DEBUG flwr 2024-03-18 22:47:19,587 | server.py:236 | fit_round 4 received 23 results and 0 failures
FL_Test | DEBUG flwr 2024-03-18 22:47:19,588 | server.py:173 | evaluate_round 4: strategy sampled 23 clients (out of 23)
FL_Test | DEBUG flwr 2024-03-18 22:47:19,659 | server.py:187 | evaluate_round 4 received 23 results and 0 failures
FL_Test | DEBUG flwr 2024-03-18 22:47:19,659 | server.py:222 | fit_round 5: strategy sampled 23 clients (out of 23)
FL_Test | DEBUG flwr 2024-03-18 22:47:19,670 | server.py:236 | fit_round 5 received 23 results and 0 failures
FL_Test | DEBUG flwr 2024-03-18 22:47:19,671 | server.py:173 | evaluate_round 5: strategy sampled 23 clients (out of 23)
FL_Test | DEBUG flwr 2024-03-18 22:47:19,743 | server.py:187 | evaluate_round 5 received 23 results and 0 failures
FL_Test | DEBUG flwr 2024-03-18 22:47:19,743 | server.py:222 | fit_round 6: strategy sampled 23 clients (out of 23)
FL_Test | DEBUG flwr 2024-03-18 22:47:19,754 | server.py:236 | fit_round 6 received 23 results and 0 failures
FL_Test | DEBUG flwr 2024-03-18 22:47:19,755 | server.py:173 | evaluate_round 6: strategy sampled 23 clients (out of 23)
FL_Test | DEBUG flwr 2024-03-18 22:47:19,819 | server.py:187 | evaluate_round 6 received 23 results and 0 failures
FL_Test | DEBUG flwr 2024-03-18 22:47:19,820 | server.py:222 | fit_round 7: strategy sampled 23 clients (out of 23)
FL_Test | DEBUG flwr 2024-03-18 22:47:19,831 | server.py:236 | fit_round 7 received 23 results and 0 failures
FL_Test | DEBUG flwr 2024-03-18 22:47:19,832 | server.py:173 | evaluate_round 7: strategy sampled 23 clients (out of 23)
FL_Test | DEBUG flwr 2024-03-18 22:47:19,897 | server.py:187 | evaluate_round 7 received 23 results and 0 failures
FL_Test | DEBUG flwr 2024-03-18 22:47:19,898 | server.py:222 | fit_round 8: strategy sampled 23 clients (out of 23)
FL_Test | DEBUG flwr 2024-03-18 22:47:19,909 | server.py:236 | fit_round 8 received 23 results and 0 failures
FL_Test | DEBUG flwr 2024-03-18 22:47:19,910 | server.py:173 | evaluate_round 8: strategy sampled 23 clients (out of 23)
FL_Test | DEBUG flwr 2024-03-18 22:47:19,976 | server.py:187 | evaluate_round 8 received 23 results and 0 failures
FL_Test | DEBUG flwr 2024-03-18 22:47:19,976 | server.py:222 | fit_round 9: strategy sampled 23 clients (out of 23)
FL_Test | DEBUG flwr 2024-03-18 22:47:19,987 | server.py:236 | fit_round 9 received 23 results and 0 failures
FL_Test | DEBUG flwr 2024-03-18 22:47:19,989 | server.py:173 | evaluate_round 9: strategy sampled 23 clients (out of 23)
FL_Test | DEBUG flwr 2024-03-18 22:47:20,055 | server.py:187 | evaluate_round 9 received 23 results and 0 failures
FL_Test | DEBUG flwr 2024-03-18 22:47:20,055 | server.py:222 | fit_round 10: strategy sampled 23 clients (out of 23)
FL_Test | DEBUG flwr 2024-03-18 22:47:20,066 | server.py:236 | fit_round 10 received 23 results and 0 failures
FL_Test | DEBUG flwr 2024-03-18 22:47:20,067 | server.py:173 | evaluate_round 10: strategy sampled 23 clients (out of 23)
FL_Test | DEBUG flwr 2024-03-18 22:47:20,137 | server.py:187 | evaluate_round 10 received 23 results and 0 failures
FL_Test | INFO flwr 2024-03-18 22:47:20,137 | server.py:153 | FL finished in 15.69239639999978
FL_Test | INFO flwr 2024-03-18 22:47:20,138 | app.py:226 | app_fit: losses_distributed [(1, 17.669382425957956), (2, 17.669382425957956), (3, 17.669382425957956), (4, 17.66406755575006), (5, 17.66406755575006), (6, 17.66406755575006), (7, 17.66406755575006), (8, 17.66406755575006), (9, 17.66406755575006), (10, 17.66406755575006)]
FL_Test | INFO flwr 2024-03-18 22:47:20,138 | app.py:227 | app_fit: metrics_distributed_fit {'Accuracy': [(1, 0.0), (2, 0.0), (3, 0.0), (4, 0.0), (5, 0.0), (6, 0.0), (7, 0.0), (8, 0.0), (9, 0.0), (10, 0.0)], 'Precision': [(1, 0.0), (2, 0.0), (3, 0.0), (4, 0.0), (5, 0.0), (6, 0.0), (7, 0.0), (8, 0.0), (9, 0.0), (10, 0.0)], 'Recall': [(1, 0.0), (2, 0.0), (3, 0.0), (4, 0.0), (5, 0.0), (6, 0.0), (7, 0.0), (8, 0.0), (9, 0.0), (10, 0.0)], 'F1_Score': [(1, 0.0), (2, 0.0), (3, 0.0), (4, 0.0), (5, 0.0), (6, 0.0), (7, 0.0), (8, 0.0), (9, 0.0), (10, 0.0)]}
FL_Test | INFO flwr 2024-03-18 22:47:20,138 | app.py:228 | app_fit: metrics_distributed {'Accuracy': [(1, 0.509778), (2, 0.509778), (3, 0.509778), (4, 0.509926), (5, 0.509926), (6, 0.509926), (7, 0.509926), (8, 0.509926), (9, 0.509926), (10, 0.509926)], 'Precision': [(1, 0.502686), (2, 0.502686), (3, 0.502686), (4, 0.502656), (5, 0.502656), (6, 0.502656), (7, 0.502656), (8, 0.502656), (9, 0.502656), (10, 0.502656)], 'Recall': [(1, 0.529215), (2, 0.529215), (3, 0.529215), (4, 0.528766), (5, 0.528766), (6, 0.528766), (7, 0.528766), (8, 0.528766), (9, 0.528766), (10, 0.528766)], 'F1_Score': [(1, 0.356179), (2, 0.356179), (3, 0.356179), (4, 0.356214), (5, 0.356214), (6, 0.356214), (7, 0.356214), (8, 0.356214), (9, 0.356214), (10, 0.356214)]}
FL_Test | INFO flwr 2024-03-18 22:47:20,138 | app.py:229 | app_fit: losses_centralized []
FL_Test | INFO flwr 2024-03-18 22:47:20,138 | app.py:230 | app_fit: metrics_centralized {}
FL_Test | INFO flwr 2024-03-18 23:31:04,700 | app.py:163 | Starting Flower server, config: ServerConfig(num_rounds=10, round_timeout=None)
FL_Test | INFO flwr 2024-03-18 23:31:04,733 | app.py:176 | Flower ECE: gRPC server running (10 rounds), SSL is disabled
FL_Test | INFO flwr 2024-03-18 23:31:04,734 | server.py:89 | Initializing global parameters
FL_Test | INFO flwr 2024-03-18 23:31:04,734 | server.py:276 | Requesting initial parameters from one random client
FL_Test | INFO flwr 2024-03-18 23:38:15,464 | server.py:280 | Received initial parameters from one random client
FL_Test | INFO flwr 2024-03-18 23:38:15,478 | server.py:91 | Evaluating initial parameters
FL_Test | INFO flwr 2024-03-18 23:38:15,484 | server.py:104 | FL starting
FL_Test | DEBUG flwr 2024-03-18 23:39:00,509 | server.py:222 | fit_round 1: strategy sampled 24 clients (out of 24)
FL_Test | DEBUG flwr 2024-03-18 23:39:00,535 | server.py:236 | fit_round 1 received 0 results and 24 failures
FL_Test | INFO flwr 2024-03-18 23:41:54,631 | app.py:163 | Starting Flower server, config: ServerConfig(num_rounds=10, round_timeout=None)
FL_Test | INFO flwr 2024-03-18 23:41:54,647 | app.py:176 | Flower ECE: gRPC server running (10 rounds), SSL is disabled
FL_Test | INFO flwr 2024-03-18 23:41:54,647 | server.py:89 | Initializing global parameters
FL_Test | INFO flwr 2024-03-18 23:41:54,647 | server.py:276 | Requesting initial parameters from one random client
FL_Test | INFO flwr 2024-03-18 23:49:04,071 | server.py:280 | Received initial parameters from one random client
FL_Test | INFO flwr 2024-03-18 23:49:04,076 | server.py:91 | Evaluating initial parameters
FL_Test | INFO flwr 2024-03-18 23:49:04,084 | server.py:104 | FL starting
FL_Test | DEBUG flwr 2024-03-18 23:49:43,754 | server.py:222 | fit_round 1: strategy sampled 24 clients (out of 24)
FL_Test | DEBUG flwr 2024-03-18 23:49:43,782 | server.py:236 | fit_round 1 received 0 results and 24 failures
FL_Test | INFO flwr 2024-03-18 23:52:55,058 | app.py:163 | Starting Flower server, config: ServerConfig(num_rounds=10, round_timeout=None)
FL_Test | INFO flwr 2024-03-18 23:52:55,073 | app.py:176 | Flower ECE: gRPC server running (10 rounds), SSL is disabled
FL_Test | INFO flwr 2024-03-18 23:52:55,073 | server.py:89 | Initializing global parameters
FL_Test | INFO flwr 2024-03-18 23:52:55,073 | server.py:276 | Requesting initial parameters from one random client
FL_Test | INFO flwr 2024-03-19 00:00:00,182 | server.py:280 | Received initial parameters from one random client
FL_Test | INFO flwr 2024-03-19 00:00:00,184 | server.py:91 | Evaluating initial parameters
FL_Test | INFO flwr 2024-03-19 00:00:00,194 | server.py:104 | FL starting
FL_Test | DEBUG flwr 2024-03-19 00:00:47,754 | server.py:222 | fit_round 1: strategy sampled 24 clients (out of 24)
FL_Test | DEBUG flwr 2024-03-19 00:00:48,152 | server.py:236 | fit_round 1 received 24 results and 0 failures
FL_Test | DEBUG flwr 2024-03-19 00:00:48,154 | server.py:173 | evaluate_round 1: strategy sampled 24 clients (out of 24)
FL_Test | DEBUG flwr 2024-03-19 00:00:48,189 | server.py:187 | evaluate_round 1 received 24 results and 0 failures
FL_Test | DEBUG flwr 2024-03-19 00:00:48,189 | server.py:222 | fit_round 2: strategy sampled 24 clients (out of 24)
FL_Test | DEBUG flwr 2024-03-19 00:00:48,212 | server.py:236 | fit_round 2 received 0 results and 24 failures
FL_Test | INFO flwr 2024-03-19 00:03:37,882 | app.py:163 | Starting Flower server, config: ServerConfig(num_rounds=10, round_timeout=None)
FL_Test | INFO flwr 2024-03-19 00:03:37,894 | app.py:176 | Flower ECE: gRPC server running (10 rounds), SSL is disabled
FL_Test | INFO flwr 2024-03-19 00:03:37,895 | server.py:89 | Initializing global parameters
FL_Test | INFO flwr 2024-03-19 00:03:37,895 | server.py:276 | Requesting initial parameters from one random client
FL_Test | INFO flwr 2024-03-19 00:10:50,584 | server.py:280 | Received initial parameters from one random client
FL_Test | INFO flwr 2024-03-19 00:10:50,588 | server.py:91 | Evaluating initial parameters
FL_Test | INFO flwr 2024-03-19 00:10:50,593 | server.py:104 | FL starting
FL_Test | DEBUG flwr 2024-03-19 00:11:37,220 | server.py:222 | fit_round 1: strategy sampled 24 clients (out of 24)
FL_Test | DEBUG flwr 2024-03-19 00:11:37,388 | server.py:236 | fit_round 1 received 24 results and 0 failures
FL_Test | DEBUG flwr 2024-03-19 00:11:37,390 | server.py:173 | evaluate_round 1: strategy sampled 24 clients (out of 24)
FL_Test | DEBUG flwr 2024-03-19 00:11:37,424 | server.py:187 | evaluate_round 1 received 24 results and 0 failures
FL_Test | DEBUG flwr 2024-03-19 00:11:37,424 | server.py:222 | fit_round 2: strategy sampled 24 clients (out of 24)
FL_Test | DEBUG flwr 2024-03-19 00:11:37,445 | server.py:236 | fit_round 2 received 0 results and 24 failures
FL_Test | INFO flwr 2024-03-20 18:39:57,063 | app.py:163 | Starting Flower server, config: ServerConfig(num_rounds=2, round_timeout=None)
FL_Test | INFO flwr 2024-03-20 18:39:57,104 | app.py:176 | Flower ECE: gRPC server running (2 rounds), SSL is disabled
FL_Test | INFO flwr 2024-03-20 18:39:57,104 | server.py:89 | Initializing global parameters
FL_Test | INFO flwr 2024-03-20 18:39:57,105 | server.py:276 | Requesting initial parameters from one random client
FL_Test | INFO flwr 2024-03-20 18:41:40,614 | app.py:163 | Starting Flower server, config: ServerConfig(num_rounds=2, round_timeout=None)
FL_Test | INFO flwr 2024-03-20 18:41:40,633 | app.py:176 | Flower ECE: gRPC server running (2 rounds), SSL is disabled
FL_Test | INFO flwr 2024-03-20 18:41:40,633 | server.py:89 | Initializing global parameters
